humid,humid90,temp,temp90,h10pix,h10pix90
12.43780375,12.69074774,16.67500019,17.06164036,16.16236019,16.53247204
8.293777466,9.132444382,20.82500076,22.07169991,12.73278046,14.92416954
9.710278034,10.06138515,22.56665039,23.48750019,11.71902514,15.47139025
10.79105377,11.42355366,18.58329964,20.32831955,15.69972038,15.69972038
9.159556103,9.274111652,14.1708498,14.60752964,15.17860985,15.46949806
9.123916626,9.475222778,15.9083004,17.9399704,15.06583023,15.06583023
10.19036188,10.81733341,22.60414982,23.16753025,14.65750027,15.69972038
13.97638988,13.97638988,18.11669922,18.11669922,15.06583023,15.06583023
10.43566885,10.74133615,14.92500019,15.48500004,16.16236019,16.53247204
8.513028049,9.051055431,24.35415077,26.66250076,10.99277973,13.18789091
11.61931038,12.17402506,23.60414982,25.19999981,16.26499939,16.80999947
12.02250423,12.30194836,16.19999981,16.72663937,15.03999996,15.06066418
11.09972572,12.24261189,12.33329964,15.03997993,13.22805977,14.06056023
8.16055584,8.16055584,9.383330345,9.383330345,14.62666988,14.62666988
12.70444012,12.70444012,15.50829983,15.50829983,14.74166965,14.74166965
8.126390457,8.126390457,9.791669846,9.791669846,14.64167023,14.64167023
8.433333397,8.433333397,9.933329582,9.933329582,14.64167023,14.64167023
7.974999905,7.974999905,9.266670227,9.266670227,14.62666988,14.62666988
7.367221832,7.367221832,8.058329582,8.058329582,14.35943985,14.35943985
8.289444923,8.289444923,9.658329964,9.658329964,14.62666988,14.62666988
11.36528015,11.36528015,13.73330021,13.73330021,14.62666988,14.62666988
12.0261097,12.0261097,14.58329964,14.58329964,14.64167023,14.64167023
6.280556202,6.280556202,6.599999905,6.599999905,14.62666988,14.62666988
11.73499966,11.73499966,14.125,14.125,14.74166965,14.74166965
11.62555981,11.62555981,14.18330002,14.18330002,14.64167023,14.64167023
6.846500015,7.607167149,6.216670036,8.883336067,12.74750042,13.05778027
19.45635815,21.75652752,20.99165058,22.78831043,25.15806007,25.15806007
14.45161238,15.27458668,20.21665001,20.89580002,24.0022192,25.15806007
25.21447372,25.39241791,24.87915039,25.03583069,27.82250023,27.82250023
17.16961269,18.00608177,21.62919998,22.52669029,19.33139038,22.20136108
20.40238762,21.57072029,21.89999962,23.57331924,26.24611092,26.45750046
17.75074596,20.78321972,19.59165001,22.93331985,26.24611092,26.24611092
12.45555496,13.39074917,21.68334961,22.59249973,22.47180462,22.86694908
13.86610985,14.23388958,18.89170074,19.26670074,25.15806007,25.15806007
13.31430559,13.88816776,19.86250019,21.02251053,23.55167007,24.21332932
19.61042156,21.41680298,21.3125,23.40081959,26.24611092,26.24611092
18.08708572,19.10750008,20.25414944,20.72919941,23.20930958,24.40028
17.74577599,18.7136116,21.875,22.35169945,21.04055977,22.82061195
21.58794136,21.8754425,22.26670074,23.51166,26.62667084,26.81344147
24.55167007,26.12694931,23.91670036,25.0916996,27.26861,27.48167038
19.30569458,20.64541531,22.30834961,23.41249943,26.04888916,26.29972076
16.53472519,17.6972208,22.3125,22.85000038,24.24042034,25.828475
23.92972336,24.36288986,24.58329964,24.85835953,26.45750046,26.95244598
13.57713642,14.12910919,15.1041503,16.38250961,16.02444506,17.11872082
10.59252434,13.61489077,9.429164886,19.47329979,18.56193924,18.56193924
18.55538979,18.92989273,21.79170036,22.61998062,22.24056053,22.55372276
6.733889103,7.441111088,9.824999809,12.91670036,10.71444035,11.06499958
14.25355778,15.26188793,17.18330002,19.12165985,18.11750031,18.98611679
18.6258297,19.02695084,20.6583004,21.45829964,21.61556053,22.24056053
15.71988888,16.11177807,18.04164982,19.22585964,19.40930939,19.85166931
19.62855568,19.87916412,23.00830078,23.32164001,23.10083008,23.91327782
8.225055885,15.17391529,8.191665173,19.12331924,20.76610947,21.49622307
10.43105412,11.96522408,15.39999962,16.10836029,14.25166988,16.13389015
13.09471989,14.25139046,18.50830078,20.77499962,16.59277916,17.46750069
10.30188694,11.54430676,13.0166502,17.31746941,14.34000015,15.29971981
19.05777931,19.48860931,20.77499962,21.00830078,22.18499947,22.28360939
6.995056152,7.309388542,10.39999962,13.18166008,12.09193993,12.83621998
8.28061142,9.24133358,13.63329983,15.15165977,11.90806007,13.21000004
15.84166479,17.94041538,17.4375,23.13329983,20.4420805,22.73125076
10.16355324,11.6784441,10.43330002,17.83501968,15.99971962,16.38999939
11.79725227,12.06914186,16.44584942,18.0366394,16.37458515,16.7981678
6.128722858,6.78433342,7.758329868,9.991663742,8.291110992,10.47472
16.93483601,17.8370594,19.33335018,20.53000031,19.7761097,21.41575279
16.18839149,16.41266785,21.02499962,22.24833984,20.28833008,22.24056053
6.332833672,6.81022253,4.241670132,5.691670132,7.150556087,8.227666855
14.98444386,15.76900215,17.89999962,19.95835991,18.70694923,19.46177673
11.3680582,12.87883186,17.5333004,20.18666,14.87333012,17.42610931
16.92527542,21.56289024,25.50830078,27.06334,20.75832939,25.91555977
16.05335979,19.80833168,22.94165039,26.4091404,21.34082985,26.65221977
11.20472002,11.78208494,19.1583004,22.12080002,12.29139042,12.56472015
8.914999962,10.361446,10.01669979,12.05500011,12.78250027,13.55056
11.02735939,11.2668623,14.05834961,16.35329933,12.78250027,14.15666962
13.37628193,16.87289238,22.54170036,26.60829926,16.74666977,22.29417038
9.85547266,9.919417095,9.383329868,9.823329639,12.31624985,12.41547394
8.768639278,8.833805943,5.641664982,7.022499895,12.80291462,12.97077389
9.141305542,9.445973396,8.379165173,9.190830898,12.2238903,12.2238903
9.23638916,9.424305916,8.412500381,8.8125,12.2238903,12.33208513
7.379777718,7.764277649,3.041670084,5.428334045,12.74555969,12.87471962
8.979611397,9.823165321,5.983329773,8.800001907,12.54889011,12.73110962
6.706111431,7.137444878,2.316669941,3.790001965,13.1072197,13.1072197
7.792500019,7.792500019,5.608329773,5.608329773,13.26305962,13.26305962
9.512778282,9.512778282,9.725000381,9.725000381,12.10027981,12.10027981
16.78433552,17.36883621,21.47919941,22.27420063,20.34111023,22.01146889
18.22483635,18.55638847,22.47500038,22.75000076,19.70138931,19.75550156
16.57200241,16.9553318,21.45000076,21.94669991,19.27277946,19.52994537
14.89125013,15.57486486,20.40415001,20.89999962,18.14221954,19.00333023
14.84127579,15.09061165,20.99169922,21.03170013,20.34111023,20.44933472
15.66450167,16.13669701,20.85835075,21.23829937,18.83152485,19.37388992
18.61805611,18.98155746,22.61669922,22.81164017,19.70138931,19.70138931
16.65636406,16.80230827,20.65415001,20.8508297,21.36555481,21.67799835
15.34985781,15.62124586,20.08335018,20.33666973,18.35958481,18.65414047
15.20677977,15.46597433,20.18334961,20.69000072,17.92930508,18.60796947
10.20083046,10.20083046,9.783329964,9.783329964,11.10138988,11.10138988
10.33139038,10.33139038,9.808329582,9.808329582,11.10138988,11.10138988
10.39000034,10.39000034,9.808329582,9.808329582,11.18472004,11.18472004
10.4422781,10.44316616,9.725000381,9.764999771,11.30943966,11.36233578
10.25610771,10.27999573,9.649999619,9.796664047,11.06721973,11.06721973
9.545944786,9.608833504,8.516670227,8.596669769,11.06721973,11.09455585
10.10785761,10.13891249,9.162499905,9.365835857,11.11444473,11.15222473
10.51030807,10.52547607,9.995850086,10.03253031,11.18472004,11.18472004
10.57499981,10.57499981,9.875,9.875,11.30943966,11.30943966
23.99566879,24.21633606,24.72914982,25.30167923,27.17667007,27.17667007
24.88332939,25.46750031,25.26670074,25.56166,27.11222076,28.14860916
25.10333252,25.31516838,25.47500038,25.72165947,27.85610962,28.14860916
26.13655396,26.44511414,26.22500038,26.42502022,28.40527916,28.40527916
24.64471989,24.93755531,25.42914963,25.93667068,27.58096981,28.14860916
28.00028038,28.00028038,25.75830078,25.75830078,28.85111046,28.85111046
27.16500092,27.16500092,24.82500076,24.82500076,28.85111046,28.85111046
28.19388962,28.19388962,25.66670036,25.66670036,28.85111046,28.85111046
27.75472069,27.75472069,25.52499962,25.52499962,28.85111046,28.85111046
25.29833031,25.29833031,23.07500076,23.07500076,28.85111046,28.85111046
28.22805977,28.22805977,25.35000038,25.35000038,28.85111046,28.85111046
9.653528118,10.16986513,8.800000191,11.42663965,14.35943985,14.35943985
14.25655632,17.13233147,17.22500038,21.99334068,24.76638985,25.62944527
17.29861183,22.53944588,17.70000076,24.70166016,26.5988903,27.19744873
26.00238743,26.68708591,26.33335018,26.7574707,29.09125042,30.00383129
22.05005341,24.91133614,20.2166996,25.71501923,27.7677803,29.82099762
5.940972042,6.351805544,9.025000095,10.1625,25.59680462,25.79708252
27.48802528,28.05322514,26.38335037,26.74249039,30.36013985,30.57733459
5.666833591,7.654889202,9.116669655,12.66502018,23.54972076,25.55344124
23.74892063,24.88983173,25.05414963,25.98167934,27.02416992,27.93633671
17.67100315,18.18664265,20.94164944,23.26247044,23.06194496,24.30336342
25.21625042,25.60014286,25.00834942,26.15917988,27.32722092,27.32722092
19.33422508,23.24141579,18.74164963,24.05163975,26.87833023,27.03916931
27.02721977,27.16694069,27.05830002,27.25830078,27.93166924,27.93166924
21.43261032,22.53272629,20.39170074,23.42997971,24.79999924,24.79999924
25.53499966,26.17711048,25.48750019,26.12416992,28.86639023,28.90833092
23.2402256,23.41250153,24,24.82329941,27.3927803,27.58389091
24.19527531,24.4827795,26.02500057,26.44999981,27.32722092,27.32722092
23.05555916,23.19972038,25.45000076,26.07500076,27.16749954,27.32722092
25.89082909,26.3927803,26.49169922,27.20829964,27.3927803,27.95611
23.15263939,23.43069553,23.73750019,26.04169941,25.86194038,26.64166451
19.41033287,20.50538826,20.95000076,22.89833984,26.72639084,27.37966843
27.42374859,27.7486124,25.87085056,26.47747078,29.18083,29.29805946
26.94411182,27.01377773,26.53750038,26.70668945,28.90833092,28.90833092
26.82735844,26.8365263,27.33329964,27.39168015,28.23596954,28.76122189
20.71666908,22.16082954,27.23329926,27.95000076,28.98527908,29.17667007
28.32139015,28.32139015,27.29999924,27.29999924,29.33305931,29.33305931
21.15347004,21.91986465,27.60414982,28.32085037,29.11528015,29.17667007
28.17138939,28.66860924,27.2166996,27.25670052,29.33305931,29.33305931
28.37999687,28.65221901,27.3125,27.3758606,29.33305931,29.33305931
25.58736038,26.45083523,27.4375,27.54580021,29.33305931,29.33305931
8.649221992,8.843611526,6.316669941,7.116670132,9.266111374,9.905833435
27.84806061,28.00917053,25.45000076,26.5333004,28.52556038,29.74749947
24.20694923,24.20694923,25.5916996,25.5916996,29.29249954,29.29249954
28.45896969,28.75072536,25.93334961,26.40249958,30.54972076,30.64110947
24.74644547,25.26505127,25.42499924,25.73166046,26.47500038,26.64332962
29.23100014,29.58900375,26.04999924,26.65167923,30.64916992,31.09056091
30.26649971,30.53944168,26.44169998,26.92001991,30.71582985,31.13417053
21.40374947,24.47444439,24.20835018,25.47914982,26.17111015,26.92250061
25.0478878,26.30677757,26.38330078,27.29667969,29.02333069,29.29249954
18.2761097,18.2761097,21.94169998,21.94169998,26.33499908,26.33499908
24.6492775,25.18511047,23.56669998,24.42001991,25.58499908,25.69905434
23.01428051,24.8443367,24.41665077,25.96169968,26.48472023,27.02416992
27.81292019,28.87449932,26.58749962,27.20829964,31.09056091,31.09056091
26.57950039,27.44094334,25.5458498,26.29000969,28.71055984,30.44950008
20.4593895,22.10433197,22.70000076,24.08501968,25.58499908,25.81100349
29.61227551,30.29836407,26.31669998,26.85000038,31.13417053,31.13417053
22.82333469,24.76569462,24.96249962,26.54580021,27.29000092,27.31666946
17.83655663,19.19061279,19.5916996,21.31166077,22.28360939,23.89483528
23.06983528,24.64988594,26.7833004,27.48169937,28.89833069,29.29249954
22.74341946,23.7286932,22.8125,23.97499027,25.58499908,25.58499908
25.28199997,25.85966988,26.44169998,27.48498001,27.31666946,27.35350151
17.44166946,18.1055603,19.19169998,20.22500038,20.64332962,21.50056076
27.9833313,28.64016571,25.89999962,26.49335938,30.24777985,30.64110947
27.515975,28.63958549,26.38334942,26.84165001,30.56278038,30.66694069
17.85094528,19.00735874,18.22500038,19.75330029,21.28194046,21.42583084
19.48977623,20.64322395,21.5333004,23.65330048,23.03610992,24.03233261
24.53438797,25.28316422,25.3416996,25.69500046,26.17111015,26.54233208
22.32811356,23.73733406,24.30830002,25.68329926,26.49971962,27.93499947
21.80674973,23.98663826,25.22499943,26.20329971,27.08278084,27.29000092
26.40172539,27.37319756,26.25830078,26.56753006,29.01028061,31.09056091
6.382500172,6.382500172,5.849999905,5.849999905,25.91082954,25.91082954
7.998888969,7.998888969,6.783329964,6.783329964,26.48278046,26.48278046
20.77556038,20.77556038,20.99169922,20.99169922,26.85639,26.85639
9.241110802,9.241110802,8.208330154,8.208330154,26.48278046,26.48278046
10.28777981,10.28777981,10.77499962,10.77499962,25.73999977,25.73999977
17.05888939,17.05888939,17.44169998,17.44169998,26.07722092,26.07722092
1.658611059,1.658611059,-1.408329964,-1.408329964,26.07722092,26.07722092
1.066110969,1.066110969,-2.208329916,-2.208329916,25.52083015,25.52083015
13.85916996,13.85916996,14.07499981,14.07499981,26.27582932,26.27582932
13.95971966,13.95971966,14.33329964,14.33329964,25.91082954,25.91082954
6.034443855,6.034443855,4.566669941,4.566669941,25.94861031,25.94861031
12.33188744,13.28377571,11.23333502,13.2666667,26.19597054,26.39385872
11.32130461,12.02714005,12.1458497,12.59917984,13.06513977,13.24083376
8.715556145,8.715556145,9.183329582,9.183329582,13.22305965,13.22305965
10.37755585,10.85200005,11.375,12.22999973,13.17249966,13.63777618
10.59827633,10.70055618,10.95829964,11.0933197,12.95777988,13.17249966
10.87338982,11.0518919,10.66670036,11.46330032,12.70444012,12.72693977
9.3021945,10.01869135,8.874985218,11.16999025,13.67916489,13.91113997
10.94188995,10.99210968,10.8416996,11.06833992,12.94861031,12.94861031
8.153472328,8.300193977,8.504164696,8.745831776,13.59972477,13.99572182
11.25430965,11.39958477,11.11250019,11.48335028,12.94861031,12.94861031
29.10002422,29.39296818,25.90834999,26.50166969,29.68346977,29.72358208
16.3758297,16.3758297,18.64999962,18.64999962,25.52639008,25.52639008
19.03360939,19.03360939,21.97500038,21.97500038,25.99110985,25.99110985
17.7121685,18.16850243,19.16249943,20.35249958,25.57208538,25.60864162
19.47306061,19.47306061,21.00830078,21.00830078,25.22860909,25.22860909
16.85499954,16.85499954,19.60000038,19.60000038,25.99110985,25.99110985
18.61694908,18.61694908,20.625,20.625,25.42472076,25.42472076
18.36582947,18.36582947,20.64170074,20.64170074,25.39110947,25.39110947
19.05027962,19.05027962,21.08329964,21.08329964,25.39110947,25.39110947
18.01638985,18.01638985,20.02499962,20.02499962,25.39110947,25.39110947
5.992499828,6.201805353,0.354166493,3.241665006,6.325555801,7.334167004
5.967722321,7.188833332,0.658333004,4.651670074,9.28527832,10.46833038
6.313389206,6.964222813,-2.599999905,1.828334045,7.097499847,8.101111412
7.867777634,8.118722343,4.016670227,4.99832983,9.610833168,10.48599987
5.80200057,7.548972464,-2.383334994,3.789163971,7.383611202,9.197777748
3.598611116,4.378056049,-13.74170017,-7.216670036,4.357778072,5.84805584
8.801805496,8.955000401,5.695834875,6.608335018,9.931666374,10.18208313
6.898638868,8.660055447,0.154166505,5.59499898,8.529305458,10.73244505
8.559667015,8.569333839,5.316669941,5.416669941,9.931666374,9.931666374
5.9635005,7.03316679,-3.691669941,1.986664009,6.990832806,9.865278244
6.174445152,6.459722996,-0.25,3.299999952,6.675278187,7.265277863
4.27327795,4.537694693,-6.887500048,-3.956668043,6.60194397,8.007499695
28.57569504,28.68819523,27.50415039,27.78749943,28.95944023,28.99305534
27.98819847,28.16903343,27.3125,27.39249973,28.91555977,28.91555977
28.2446682,28.40933647,26.91250038,27.31586037,28.91555977,28.91555977
28.06400299,28.12078094,26.75834942,26.84502926,29.02958488,29.12080498
28.41266937,28.62989197,27.31669998,27.53500061,28.91555977,28.91555977
28.26466827,28.34933624,26.90420055,26.99420071,29.29805946,29.29805946
28.49933491,28.53922482,27.56664944,27.63332958,28.91555977,28.91555977
27.96516647,28.31050224,26.56669998,27.19332008,29.18083,29.29805946
27.62649708,27.78049908,26.98749924,27.06169949,28.91555977,28.91555977
26.86702709,26.91752872,26.33335018,26.54501038,28.89222527,28.91555977
27.86413956,28.53397369,25.90834999,27.12080936,29.05152512,29.14361
27.61466675,27.65544281,27.25,27.28999939,28.91555977,28.91555977
28.47472,28.47472,27.66670036,27.66670036,28.91555977,28.91555977
26.00222301,26.60722065,25.40000057,26.29668064,28.89222527,28.91555977
28.27005806,28.50628166,27.38330078,27.62333984,28.91555977,28.91555977
27.46605377,27.69166794,26.83329964,27.03830032,28.91555977,28.91555977
27.93499947,27.93499947,27.55830002,27.55830002,28.91555977,28.91555977
28.34166889,28.35333691,27.35829926,27.35829926,28.91555977,28.91555977
16.01194401,16.63769684,28.80415058,29.06170006,21.01610947,22.09194946
12.04710999,13.03788815,26.00830078,28.22169991,19.32305908,20.80888939
10.30972385,12.13205776,25.63330078,28.25498047,15.20055962,17.42900124
18.32639027,19.20763969,27.97084999,28.42500019,22.09194946,22.39221954
18.66758652,19.43210907,27.63749981,28.54332027,22.09194946,23.08305283
15.25971985,15.89805984,28.0916996,28.60829926,19.71750069,21.01610947
16.03505363,16.53544159,28,28.90333977,20.80888939,21.05805359
20.29725037,20.35575027,26.5458498,26.58252964,24.53444481,24.68111229
20.82810822,21.02011261,26.2166996,26.57000046,25.75610924,25.83033333
18.97685928,19.55922279,27.48749924,27.72336006,22.78944492,23.8212471
21.21941738,21.8484972,27.28334999,27.47085972,24.62527943,25.75610924
15.39927998,15.89544411,27.33329964,28.34501953,21.83333015,22.09194946
19.00327606,19.95438957,27.19169998,27.42333946,22.38999939,23.8954998
20.41528034,20.49861526,27.36249924,27.6083498,23.5731945,24.03041458
27.74561062,28.42069626,27.09999943,28.00414066,29.64332962,29.64332962
24.69567127,25.0030035,24.60420036,25.10170021,27.82250023,27.97514191
26.02030869,26.32888756,24.8916502,25.65166969,27.66472054,28.04055977
25.93989182,26.11217003,24.91670036,25.05832062,28.04055977,28.1358326
23.81433372,24.01433372,23.45829964,23.99830055,28.04055977,28.05066795
26.03138924,26.11111069,24.81669998,25.04999924,26.77222061,26.77222061
25.28110924,25.6410305,24.82079983,25.11748962,28.18250084,28.25222015
24.57900009,25.23171921,24.39999962,25.11499977,27.66472054,27.82250023
25.30133514,25.6705574,24.17500019,24.82329998,26.79833031,28.67806053
23.60111179,23.95505943,24.08749962,24.49085922,27.26861,27.80672226
25.93672123,26.57402668,25.28334999,25.72749004,26.77222061,26.77222061
26.17699814,26.45794601,25.04170036,25.32998009,26.77222061,26.77222061
25.01397362,25.61647682,24.32919979,25.20417061,26.77222061,26.77222061
24.74844208,25.22311211,24.70000076,25.09669952,26.53360939,26.77222061
19.55639076,21.79888916,22.88330078,24.875,24.93250084,25.69222069
23.39266376,23.49366817,24.46249962,24.66080952,26.77222061,26.77222061
23.29317055,24.82136497,23.4208498,24.87752934,26.36610985,26.45299931
24.05183258,25.2471983,24.30419922,25.01829929,27.37514019,27.66727657
25.04355621,25.90794258,24.22500038,25.18163986,26.36639023,26.67472076
24.64138985,24.75806046,23.89170074,24.43330002,26.35832977,26.70861053
15.79055977,16.25278091,15.35830021,16.0333004,18.20778084,20.43250084
16.70555611,17.10411263,15.9666996,16.75667953,21.63389015,23.10844383
17.71750069,18.17361069,17.60000038,18.75830078,22.35083008,23.49749947
15.38516598,15.93472576,14.67500019,15.38998013,18.04916954,19.17649879
8.107139206,8.408222485,4.404164791,5.74832983,10.70860958,11.63453178
1.987972605,4.000610948,-3.316665053,3.071667933,8.46444416,16.77628174
18.28375053,20.55069542,17.64169979,20.57500076,23.94499969,23.94499969
7.421444893,7.664999771,1.258329988,3.473329973,8.733333588,9.759166718
13.98933411,14.7712759,14.39999962,15.51998024,17.56444931,18.00016479
11.43883419,12.0217762,9.791669846,13.54998035,13.49221992,15.18394241
17.53905792,18.08322601,16.60000038,17.70497971,21.89249992,24.32072639
16.19094124,16.82449951,15.55835009,16.79330025,18.29805946,19.21186066
6.751444626,7.488222408,7.133329868,12.08002014,8.934444427,9.649778366
1.198333025,2.693056107,-3.158329964,1.683330059,22.27528,24.79999924
6.520638561,8.238223076,6.166665077,9.600000954,8.849583626,18.03144531
21.06100273,21.89116783,20.3416996,22.01665993,25.1511097,25.1511097
15.63650169,16.46983566,15.07499981,17.19332047,22.31361008,24.27644806
9.408888817,9.976666451,7.033329964,8.833330154,12.2322197,12.79166985
6.551222563,7.247166824,3.804170012,7.614168024,9.295833588,12.01980324
6.865444851,7.201583433,7.237499952,8.320832825,12.85846996,16.16113968
10.37783623,10.94694824,9.916669846,12.16997986,12.95028019,13.37655373
16.07327766,16.13016548,15.57499981,15.76835995,19.20375061,19.24008636
8.069000053,9.664722061,7.974999905,11.36169987,14.73416996,16.47583008
12.53994598,13.10255623,12.98330021,14.02998028,15.95777988,16.75911255
10.01444588,11.52300177,10.05833483,12.68080006,17.20597458,18.20944023
14.36080608,16.86794434,11.61250019,17.10667038,18.23611069,23.14027977
11.63002768,11.75019579,12.52915001,12.87419014,13.78180504,14.05780821
14.88180332,16.89524841,16.07084942,19.02000999,23.94902515,25.79314137
21.72022114,23.60483036,21.00419998,22.72081051,25.1511097,25.1511097
11.16083479,11.26444483,12.0625,12.55000019,14.05180502,14.34000015
6.740000248,8.468777847,5.800000191,8.271669769,10.71444035,10.73556042
8.180555725,10.1229454,10.48330021,14.09663982,18.56193924,18.6012764
10.49833412,10.89222202,10.86670017,11.28498001,12.09193993,12.70221996
10.25622387,12.30511208,8.516670227,14.56002007,16.10000038,17.34111023
11.04986,11.28777981,11.52080011,12.32085037,13.03722,13.29944038
10.96430635,11.87413635,9.891670227,13.39420013,14.34000015,14.56917
11.6502737,11.99094181,12.86670017,13.03998032,13.29944038,13.6435524
10.41471958,10.54944038,9.558329582,10.38329983,11.69944,12.00749969
6.251333714,6.750999737,5.716670036,6.618333912,7.526667118,9.212055969
11.44972038,11.60249996,12.45829964,13.05830002,13.29944038,13.29944038
10.9055584,11.5143322,12.89999962,13.43332005,14.15972042,14.30455627
10.36583042,12.20666981,12.05830002,16.08329964,23.54972076,25.45833015
NA,NA,NA,NA,27.53166962,27.53166962
23.96592045,24.70389194,23.91664982,24.24831066,28.67806053,28.67806053
27.66582947,28.47005844,25.54170036,26.5,29.33305931,29.33305931
20.32677879,20.92244606,22.99580002,24.0782999,29.27680969,29.33305931
20.41346931,21.05069447,22.44585037,23.62915039,29.22056007,29.33305931
26.12169247,27.14244766,24.39585018,26.02918949,29.33305931,29.33305931
19.16027412,19.5259964,23,23.55002022,28.67806053,28.91822357
23.50667,23.95889091,24.17499924,24.94169998,29.18444061,29.22056007
17.31830463,17.64908237,27.57499981,28.21083031,22.34194469,23.74513626
19.51667023,19.85832977,26.25,27.70829964,25.11639023,28.33139038
25.3461647,26.84583244,23.95000076,25.07166023,29.18444061,29.28805962
24.25638962,24.25638962,23.91670036,23.91670036,27.48999977,27.48999977
29.06333447,29.3779192,26.16664982,26.48335075,30.59361076,30.71582985
26.65167046,28.20944023,22.48329926,26.56669998,29.72583008,29.72583008
27.25396881,27.43188972,26.66669941,26.95331001,29.30027962,29.30544548
29.29991646,29.31163826,27.28334999,27.51002998,29.31749916,29.31749916
26.85297127,27.57372131,25.58329964,25.97667027,29.72583008,30.24178276
18.43561211,25.05010948,18.81669998,24.79329987,29.72583008,29.72583008
28.1416111,28.4550806,26.30420017,28.11499043,29.31749916,29.72583008
